Iteration;Lambda;X1;X2;F_x;norm_X
2;0,082;171;6;;
5;0,004;397;14;;
10;0,003;539;22;;
50;0,241;2332;100;;
100;0,405;2510;122;;
250;3,685;5970;290;;
500;11,175;4646;258;;
1000;47,324;6703;392;;
