Iteration;Lambda;X1;X2;F_x;norm_X
2;0,133;0;0;;
10;0,006;0;0;;
50;0,021;0;0;;
100;0,011;0;0;;
250;0,075;0;0;;
500;0,215;0;0;;
1000;0,689;0;0;;
