Iteration;Lambda;X1;X2;F_x;norm_X
2;0,015;104;2;;
5;0,006;1858;41;;
10;0,08;996;26;;
50;0,151;1952;61;;
100;0,403;2940;105;;
250;2,244;4800;192;;
500;8,682;4518;219;;
1000;28,241;5530;309;;
