Iteration;Lambda;X1;X2;F_x
0;1648;;;
0,05;509;;;
0,1;128;;;
0,15;524;;;
0,2;125;;;
0,25;173;;;
0,3;125;;;
0,35;116;;;
0,4;148;;;
0,45;100;;;
0,5;147;;;
0,55;115;;;
0,6;97;;;
0,65;128;;;
0,7;129;;;
0,75;196;;;
0,8;186;;;
0,85;242;;;
0,9;150;;;
0,95;112;;;
1;2;;;
