Iteration;Lambda;X1;X2;F_x;norm_X
;x^2 + 2y^2 - x + 2y;;;;
0;;0;0;0;
1;;1;0;-1;
2;;1;-0,5;-1;
3;;1;-0,25;-1,125;
4;;1;-0,25;-1,125;
;Extremum;1;-0,25;-1,125;
