Iteration;Lambda;X1;X2;F_x
0;16;;;
0,05;15;;;
0,1;13;;;
0,15;14;;;
0,2;14;;;
0,25;15;;;
0,3;15;;;
0,35;14;;;
0,4;12;;;
0,45;14;;;
0,5;16;;;
0,55;15;;;
0,6;17;;;
0,65;17;;;
0,7;20;;;
0,75;23;;;
0,8;29;;;
0,85;38;;;
0,9;54;;;
0,95;105;;;
1;3;;;
