Iteration;Lambda;X1;X2;F_x;norm_X
;Rosenbrok;;;;
0;"( 3; -4)";"( 3,85355339059327; -3,74118095489748)";"( 3,25881904510252; -3,14644660940673)";;
1;"( 3; -4)";"( 3,85355339059327; -3,74118095489748)";"( 3,25881904510252; -3,14644660940673)";16904;
;Extremum;3;-4;16904;
