Iteration;Lambda;X1;X2;F_x;norm_X
2;0,086;12836;417;;
10;0,382;23280;3895;;
50;0,375;40416;34775;;
100;0,789;48592;84150;;
250;1,803;60296;262625;;
500;5,767;70600;617250;;
1000;11,274;82472;1446500;;
