Iteration;Lambda;X1;X2;F_x;norm_X
2;0,018;115;2;;
5;0;240;5;;
10;0,001;445;10;;
50;0,167;1787;50;;
100;0,47;3246;100;;
250;3,345;6951;250;;
500;25,194;12472;500;;
1000;157,434;20975;1000;;
