Iteration;deltaX1;deltaX2;X1;X2;F_x;dF_dX1;dF_dX2;norm_X
F(x,y) = x^2 + 2y^2 -4x + 2y;;;;;;;;
0;;;0;0;0;2;-0,5;
1;0,000901114167309205;-0,000225278541827301;1,99909847946305;-0,499774619865763;-4,49999908566831;0,000901520536948475;-0,000225380134237119;2,06062354670945
2;4,06186463984288E-07;-1,01546615996072E-07;1,99999959363036;-0,49999989840759;-4,49999999999981;4,06369639271986E-07;-1,01592409817997E-07;0,000928847223139087
;;Extremum;1,99999959363036;-0,49999989840759;-4,49999999999981;;;
