Iteration;Lambda;X1;X2;F_x;norm_X
;Rosenbrok;;;;
0;;-1;2;;
1;0,000879254651196366;-1,34818484187376;1,82414906976073;5,518258;0,174445540944258
2;0,00167828854403499;-1,34555144472492;1,822290141813;5,515492;0,00142107877873647
3;0,00038191856159852;-1,34703467071474;1,82096255044196;5,512745;0,000878760964251545
4;4,94427190999916E-05;-1,34666649355417;1,82103384177668;5,512503;Restart
5;0,690143608071444;-0,904396244044885;0,782616853471667;3,751445;Restart
6;0,00121907523680633;-0,884178427388159;0,791227356196989;3,55907;0,0183737137896189
7;0,00571406374342932;-0,88352033542292;0,779443298071363;3,547785;0,00994715050710714
8;0,000648419595197712;-0,87856465456299;0,780838541811577;3,537038;0,0043696955460079
9;0,000113312629199899;-0,879283665688617;0,78019319178458;3,536682;Restart
10;0,0319081274868586;-0,838512034732204;0,735180874960781;3,483029;Restart
11;0,00135133195520108;-0,848082491958607;0,726511149400449;3,42069;0,0115798750529178
12;0,420985152052963;-0,353364839184794;0,100617544252382;1,890399;Restart
13;0,00368353367690391;-0,330769119043713;0,118482067435242;1,77918;0,0783990520937941
14;0,0321625398784991;-0,283381512936454;0,0606810880509042;1,685578;Restart
15;0,00444035882878008;-0,262106892358156;0,0781086039417415;1,601766;Restart
16;0,022463166210735;-0,227563215064617;0,0358393046723421;1,532338;0,199595861004518
17;0,0052781216249841;-0,206957263775618;0,0526424212622638;1,466372;0,115417576238526
18;0,00111008970719502;-0,207881681795988;0,0445444960509346;1,459155;0,0381672366536799
19;0,138861704917152;0,101393838951728;-0,0128313169574089;0,86091;Restart
20;0,00557184289292275;0,106184760203993;0,0129240030618946;0,799178;Restart
21;0,0240125809116209;0,150791995272856;0,00500561438047849;0,752599;0,423532608365784
22;0,00573835796504119;0,154397799219497;0,0253651226522914;0,715276;0,137042858950443
23;0,00135133195520108;0,158452427483715;0,0199460279572609;0,710866;0,0432553620391473
24;0,0182517009645501;0,181962953872627;0,0448529539560296;0,682973;Restart
25;0,00540532782080431;0,195426274142296;0,0321586118381324;0,650978;Restart
26;0,0256962907666563;0,224657320970522;0,0631628055144215;0,617265;0,215148791480292
27;0,00479304341116608;0,237559884971567;0,050987716413639;0,584282;0,0760175605024286
28;0,00102191856159852;0,237183439625244;0,0555807999195628;0,581935;0,01896729339152
29;0,229148958007969;0,517825367311877;0,253554880674312;0,253774;1,409817246305
30;0,00038191856159852;0,513767792472222;0,262196399680228;0,236732;Restart
31;0,0277545302508231;0,530714098043709;0,271971239934735;0,229612;0,0339167385177876
32;0,00254222239368668;0,527871386302952;0,276897351946144;0,223212;0,0095372754575997
33;0,00038191856159852;0,528717391264288;0,276465697605632;0,223054;0,00159332817473293
34;0,00107641132640417;0,529830479477056;0,276419690456281;0,222909;0,00186719756854471
35;0,000845576270405519;0,528897335617082;0,278045896333531;0,222222;Restart
36;0,0249701718594371;0,543515173865659;0,286468310331548;0,216372;0,0282339586404989
37;0,00251837123197039;0,540916840937818;0,290973642700037;0,211019;0,00846516824686911
38;0,00038191856159852;0,541738354411996;0,290562485497274;0,210855;0,00149567050809583
39;0,00102191856159852;0,542760751708084;0,290521276474837;0,210723;0,00166448433676641
40;0,000845576270405519;0,541898148403008;0,292024329735809;0,210123;Restart
41;0,0231292264992087;0,554920920608029;0,299561103836709;0,205111;0,0244429387166902
42;0,00249264323841831;0,552507618916269;0,303734880068602;0,200483;0,00764532294514052
43;0,00038191856159852;0,553305162988442;0,303343705893787;0,200322;0,00140891588794545
44;0,00107641132640417;0,554331569338053;0,303319974102706;0,200191;0,00162706305862839
45;0,000736590740794213;0,553474384145678;0,304679696658063;0,199659;Restart
46;0,026519586560323;0,567445671413666;0,313453410156094;0,194398;0,026112507487219
47;0,002383657708807;0,564882433624702;0,31752886778317;0,189572;0,00742676695646671
48;0,000337832988800269;0,565591695322374;0,317181182024338;0,189446;0,00121895861773266
49;0,00064;0,566250017303099;0,317114004185465;0,189382;0,00102048333483949
50;0,00135133195520108;0,565615156332993;0,318718399345903;0,188835;Restart
51;0,0104533312757599;0,571853683531704;0,321231599704552;0,186656;0,0103595150570554
52;0,00272839190395424;0,570575853485711;0,324391539032115;0,184541;0,00519671023652421
53;0,00064;0,571639209679655;0,323956400604818;0,184285;0,00175052232405718
54;0,00617430008348642;0,572207116159475;0,32811856945315;0,183055;0,00639329209333263
55;0,00025547964039963;0,573875564332847;0,326870472216066;0,182189;Restart
56;0,0641165480674445;0,592273038402223;0,358450308568109;0,172113;Restart
57;0,0021399586560323;0,597903010691247;0,355170627191501;0,162219;0,00941156284987571
58;0,0382771997122539;0,606954733832912;0,373343733598976;0,156935;Restart
59;0,00209832988800269;0,611125760411006;0,371266519204636;0,151711;0,00653905692001958
60;0,0864677202640995;0,632811286521677;0,408546644914018;0,141383;Restart
61;0,00194771559036178;0,638233346920704;0,405392701267683;0,131255;0,00832762768203266
62;0,105357642816347;0,661978855531829;0,446509611284931;0,121137;Restart
63;0,00181300206719838;0,667186013216069;0,443502346683026;0,111032;0,00753066482643545
64;0,192978097909373;0,716904087161895;0,502497829130677;0,093262;0,0963016776792377
65;0,000845576270405519;0,712217050966753;0,506228599703395;0,082924;Restart
66;0,0148127524602121;0,716419295524943;0,509263821559007;0,082012;0,00593246302633732
67;0,00181300206719838;0,715372189794925;0,510712241026787;0,081122;0,00203334980689968
68;0,000291145618000168;0,715690780872596;0,510609305328291;0,081089;Restart
69;0,0212882811389803;0,718020463919041;0,517438543341113;0,079868;0,00820739284907664
70;0,00174564530561669;0,719949817697055;0,516780571324678;0,078667;Restart
71;0,0260478800447442;0,722933524212541;0,524840671038444;0,077253;Restart
72;0,00170401653758708;0,724965678102721;0,52408824890414;0,075865;0,00242565015184309
73;0,0420819154113385;0,730261631509081;0,536401147167233;0,073732;Restart
74;0,00163665977600538;0,732635735810299;0,535380167702425;0,071673;0,00285216400957456
75;0,140268062029504;0,75259254121232;0,572951032529244;0,065508;Restart
76;0,00152767424639408;0,756363243030747;0,570948098824797;0,059488;0,00451399957560608
77;0,241441683246334;0,79494345191214;0,623214664969384;0,049653;0,0685509515497888
78;0,000702912360003365;0,791569250414118;0,625574027694828;0,043545;0,00407603214790115
79;-5E-06;0,791548809397914;0,625585335436398;0,043545;Restart
80;1,4100100980754;0,948938366575385;0,897486042708867;0,003506;Restart
81;0,00107641132640417;0,947823380972688;0,898131454634533;0,002728;0,000986361653495509
;Extremum;0,947823380972688;0,898131454634533;0,002728;0,11445348447294
