Iteration;Lambda;X1;X2;F_x
;Rosenbrok;;;
0;;0;0;1
1;2,38227998837829E-09;4,76455997675657E-09;0;0,99999999047088
;Extremum;4,76455997675657E-09;0;0,99999999047088
