Iteration;Lambda;X1;X2;F_x;norm_X
2;0,13;77;3;;
10;0,009;356;95;;
50;0,012;599;825;;
100;0,016;599;1650;;
250;0,048;599;4125;;
500;0,04;599;8250;;
1000;0,073;599;16500;;
