Iteration;deltaX1;deltaX2;X1;X2;F_x;dF_dX1;dF_dX2;norm_X
1;3;;;;;;;
5;2;;;;;;;
10;2;;;;;;;
20;2;;;;;;;
50;2;;;;;;;
70;2;;;;;;;
100;2;;;;;;;
