Iteration;deltaX1;deltaX2;X1;X2;F_x;dF_dX1;dF_dX2;norm_X
F(x,y) = x^2 + 2y^2 -4x + 2y;;;;;;;;
0;;;4;5;15;-2;-6;
1;-2,22044604925031E-16;-4,44089209850063E-16;2;-1;-0,999999999999998;-2,22044604925031E-16;-4,44089209850063E-16;6,32455532033676
2;0;0;2;-1;-0,999999999999996;0;0;4,96506830649455E-16
;;Extremum;2;-1;-0,999999999999996;;;
