Iteration;Lambda;X1;X2;F_x;norm_X
;Rosenbrok;;;;
0;;-1;-2;;
1;0,00102191856159852;0,230389948164617;-1,38684886304089;207,931677;0,614786750231132
2;0,0185061133561906;-1,99185509137892;3,99060375012232;9,004637;4,13878759154731
3;0,00016;-1,99598209648841;3,98944269996225;8,978932;0,000961239418966953
4;0,00016;-1,99509772796111;3,98911786176046;8,978184;Restart
5;0,00064;-1,99570897468111;3,98800388800046;8,976924;0,000284886432394253
6;0,000568668044798923;-1,99463812757025;3,98741856272983;8,975667;0,000273658497521855
7;0,000113312629199899;-1,99511671839198;3,98712837720659;8,97513;Restart
8;0,00546893091871441;-1,99132635003335;3,97986820187513;8,969022;Restart
9;0,000291145618000168;-1,99294428670182;3,97902460337094;8,962896;0,000410012446217432
10;0,00198934435839139;-1,99333497358537;3,97593874681562;8,960707;0,000698951821346158
11;0,000197770876399966;-1,99192078329038;3,97599673381606;8,958393;0,000318231612599676
12;4E-05;-1,99246489694429;3,97579987958015;8,958308;Restart
13;0,000967425796792866;-1,99121125629066;3,97466150674279;8,95683;0,000380779157756045
14;0,000409164944001346;-1,99194058552642;3,9738637213267;8,955352;0,000243146320953654
15;0,000113312629199899;-1,991500157222;3,97380396095464;8,95505;Restart
16;0,002383657708807;-1,99191868460983;3,9701183088831;8,952143;Restart
17;0,000337832988800269;-1,99053731423443;3,96995761760848;8,949271;0,000313090559160352
18;0,00264513436789502;-1,99093274706403;3,96588429329941;8,946108;0,000921513174498819
19;0,00016;-1,98951145131538;3,96600076103918;8,943333;0,000321360307271661
20;4E-05;-1,98995334005882;3,96582953150042;8,94332;Restart
21;0,00102191856159852;-1,98865398184885;3,96462055381187;8,941806;0,000399995168420742
22;0,000409164944001346;-1,9894444342661;3,9638069083935;8,94028;0,00025575632440739
23;0,000113312629199899;-1,98894045401588;3,96376317975619;8,939973;Restart
24;0,00170401653758708;-1,98943547763611;3,9610779734561;8,937764;Restart
25;0,00038191856159852;-1,988132014792;3,96083167761299;8,935596;0,000299266010015471
26;0,000736590740794213;-1,98867142439355;3,95958896829527;8,934437;0,000305683529626947
27;0,00016;-1,98793057555838;3,95953472487023;8,933607;Restart
28;0,00289490697607268;-1,98827949001148;3,95509581925847;8,930153;Restart
29;0,000337832988800269;-1,98675491865096;3,95497146361096;8,926752;0,000345544172583581
30;0,00170401653758708;-1,987244967795;3,95228645916901;8,924621;0,000616672368820844
31;0,00016;-1,98610854562906;3,95233179041329;8,92278;0,000257094469871888
32;4E-05;-1,98643773759041;3,95218873535609;8,922721;Restart
33;0,00170401653758708;-1,98472737870327;3,95005740259137;8,92051;0,000617804989203471
34;0,00038191856159852;-1,985743143922;3,9492271508948;8,918324;0,000296768008306911
35;4,94427190999916E-05;-1,98547838202998;3,94921937627092;8,918115;Restart
36;0,441016374880622;-1,83721220492612;3,32341978641357;8,319434;Restart
37;0,000337832988800269;-1,82240289451646;3,32692844551199;7,969294;0,00400778412251878
38;0,000337832988800269;-1,82154992317571;3,32663844994266;7,96853;Restart
39;0,00107641132640417;-1,82221611306921;3,3247882441881;7,966767;0,000518492680456543
40;0,000497336089597846;-1,82094541848925;3,32436666340987;7,965;Restart
41;0,00111008970719502;-1,82157498366489;3,32247408367906;7,963168;0,000526207407362541
42;0,000524582472000673;-1,82030945235323;3,32200886725444;7,96134;0,000355848428494623
43;0,000113312629199899;-1,82069783879361;3,32172646734595;7,960941;Restart
44;0,00832971645410066;-1,81487199345703;3,31042163439565;7,951264;Restart
45;0,00038191856159852;-1,81734128524361;3,30914898397726;7,941533;0,000735830130821638
46;0,00125275361759717;-1,81579250081142;3,30763317998098;7,939777;0,000574018875186102
47;0,000197770876399966;-1,81670494680097;3,30707508998561;7,93826;0,00028346519282582
48;4,94427190999916E-05;-1,81638005152421;3,30708784876092;7,938161;Restart
49;0,00368353367690391;-1,81664400986397;3,30130370265056;7,933606;0,00153460283752647
50;0,00038191856159852;-1,81480169520076;3,30121861529278;7,929058;0,000489441349969735
51;4,94427190999916E-05;-1,81502752735257;3,30107949758628;7,928942;Restart
52;0,00718840517088344;-1,80980758786527;3,29136857321486;7,920507;Restart
53;0,00038191856159852;-1,81207536872504;3,29014910190081;7,912035;0,000685510679634328
54;0,00198934435839139;-1,80998152170896;3,28763983788636;7,909468;0,000870070366722533
55;0,000197770876399966;-1,81122714177132;3,28698858518002;7,907152;0,000374531234693711
56;4E-05;-1,81084196641855;3,28703280972379;7,907049;Restart
57;0,0034655626176813;-1,81115081389348;3,28156818582797;7,902738;0,00145845789374012
58;0,00038191856159852;-1,80935854587415;3,28147018995082;7,898412;0,000478882672584987
59;4,94427190999916E-05;-1,80957059625141;3,28133462720449;7,898296;Restart
60;0,00829040757780243;-1,80372457389588;3,27007810247472;7,888613;Restart
61;0,00038191856159852;-1,80617248664523;3,2688058733125;7,87889;0,000738717868306507
62;0,00198934435839139;-1,8040656572933;3,26629852500828;7,876346;0,000876926965960549
63;0,000197770876399966;-1,80532533137146;3,26564187941437;7,874001;0,000380701427881428
64;4E-05;-1,80493913055135;3,26568666930452;7,873895;Restart
65;0,00356847459188963;-1,80522569333497;3,26006175060634;7,869441;0,00150945532794221
66;0,000409164944001346;-1,80329550907012;3,25996053600935;7,865004;0,000518672583482986
67;4,94427190999916E-05;-1,80356640623018;3,25980834442364;7,864824;Restart
68;0,0220515183139016;-1,79058944052674;3,22912778032377;7,839909;Restart
69;0,00038191856159852;-1,79472675093738;3,22737727683836;7,814509;0,00121667472081596
70;0,000845576270405519;-1,7934613237104;3,22641338183491;7,813247;0,000430759642802191
71;0,000197770876399966;-1,79418640001927;3,22590296357688;7,812099;0,000240212521677115
72;4,94427190999916E-05;-1,7939671304954;3,22588709636316;7,811981;Restart
73;0,0127359538421943;-1,79197399192696;3,20660733302112;7,797201;0,00525106259830092
74;0,00038191856159852;-1,78859805917024;3,20695423422157;7,782475;0,000923873057882919
75;4E-05;-1,78897431839208;3,20678607407872;7,782419;Restart
76;0,0023163009472253;-1,78659090957381;3,20384114758482;7,779331;Restart
77;0,000409164944001346;-1,78780013028108;3,20286454696817;7,776232;0,000423720075960601
78;0,0154302243054621;-1,77801962263115;3,1815375764081;7,758132;0,0063965080804078
79;0,000197770876399966;-1,78170192920639;3,18019524297274;7,741153;0,00107536603114005
80;2E-05;-1,7811741695174;3,180311608627;7,740905;Restart
81;0,00654663910402154;-1,78081525002852;3,17019026234654;7,733057;0,00277842265894691
82;0,00038191856159852;-1,7783927997902;3,17027402469481;7,725232;0,000666615576965036
83;4E-05;-1,77862695587789;3,17014539843325;7,725166;Restart
84;0,00449181481588425;-1,77485728114632;3,16418785952479;7,719628;Restart
85;0,000409164944001346;-1,77667349109222;3,1630365111072;7,714099;0,00059272743654571
86;0,00205670111997308;-1,77446663543958;3,16044337098587;7,711381;0,000938592598462492
87;0,000197770876399966;-1,77573315536465;3,1597771957744;7,708983;0,000394820814893151
88;4E-05;-1,77537353492265;3,15981589652042;7,708884;Restart
89;0,00430564530561669;-1,77552152425745;3,15304336618212;7,703552;0,00186903158327538
90;0,000409164944001346;-1,77341602868998;3,1529966746464;7,698224;0,000581999063057357
91;4,94427190999916E-05;-1,77369164085466;3,15284138861134;7,69807;Restart
92;0,0109621560590407;-1,76622824325851;3,13780273557862;7,68529;Restart
93;0,00038191856159852;-1,76903699381061;3,13640945618254;7,672351;0,000870745253988923
94;0,0214826349118753;-1,75603542811422;3,10645738991044;7,647701;0,00906776574635119
95;0,000197770876399966;-1,76032296965446;3,1049294917958;7,623218;0,00127552966585029
96;2E-05;-1,75976993675076;3,10505449656574;7,62316;Restart
97;0,00192198759680969;-1,76034219510379;3,10187773360039;7,620433;0,000904411514770913
98;0,000453250516799596;-1,75883041197852;3,10159639612887;7,617726;0,000431152772930913
99;0,000113312629199899;-1,7592293245095;3,10130500210452;7,617464;Restart
100;0,00264513436789502;-1,7565769477637;3,09791013878679;7,613963;Restart
101;0,000453250516799596;-1,75801040963265;3,09679083074329;7,610453;0,000510688807884002
102;0,00125275361759717;-1,75635216177253;3,09529719482583;7,608553;0,000626721839878741
103;0,000197770876399966;-1,75728673354876;3,0947206656414;7,607071;0,000308550295154018
104;4,94427190999916E-05;-1,75698259670528;3,09472960746995;7,606947;Restart
105;0,00721269939249531;-1,75645528346539;3,08356180994018;7,598293;0,003141664827637
106;0,00038191856159852;-1,75392413053235;3,08368298898239;7,589623;0,000714072808421104
107;4E-05;-1,75414766870733;3,08355613874718;7,589583;Restart
108;0,00333084909451791;-1,75104329070444;3,07921131590216;7,585292;Restart
109;0,000409164944001346;-1,75253447597626;3,07814268263298;7,581023;0,000517904824137934
110;0,0277545302508231;-1,73615712181173;3,03922163098181;7,548956;0,0119213432110789
111;0,000197770876399966;-1,74104684819876;3,0375074213006;7,517261;0,00148036143281859
112;2E-05;-1,74044996869105;3,03764629815558;7,517257;Restart
113;0,00152767424639408;-1,74109594421846;3,03505529999905;7,514932;0,000762744608041236
114;0,000497336089597846;-1,73962408717175;3,0346950050181;7,512601;0,000433070955061723
115;0,000113312629199899;-1,74002956406625;3,03439981097815;7,512247;Restart
116;0,00544463669710254;-1,7355708476269;3,0271073462556;7,505552;Restart
117;0,000409164944001346;-1,73756498622201;3,02588793815955;7,498826;0,000669872788850287
118;0,00839331955201077;-1,73135393573053;3,0144512358216;7,488736;0,00372982321749191
119;0,000197770876399966;-1,73398119737857;3,01338122952945;7,479129;0,00081604454822841
120;2E-05;-1,73366263597497;3,01344135917343;7,479082;Restart
121;0,00546893091871441;-1,73355324641873;3,00484942259824;7,472326;0,00247159613676844
122;0,000409164944001346;-1,7312167765208;3,00487812510583;7,465577;0,000673568943882111
123;4,94427190999916E-05;-1,73148496377832;3,00472235712031;7,465475;Restart
124;0,00517520965077576;-1,72716400528376;2,99780602581067;7,459063;Restart
125;0,000409164944001346;-1,72909062675313;2,9966022195831;7,452625;0,00065663168691257
126;0,0249701718594371;-1,71389209503725;2,961584315517;7,423572;0,0110339513477244
127;0,000197770876399966;-1,71846728827409;2,95994127340782;7,394704;0,00142069594342914
128;1E-05;-1,71821257786488;2,9599991336409;7,394678;Restart
129;0,00899577674257444;-1,7171903967494;2,94606526918792;7,383841;0,00408213378583586
130;0,000409164944001346;-1,7142106822702;2,946285448208;7,372973;0,000876201020390494
131;4E-05;-1,71449421414394;2,94613900126918;7,372899;Restart
132;0,00465832988800269;-1,71044426213931;2,93994473616717;7,367029;Restart
133;0,000409164944001346;-1,71223643241725;2,93877246550932;7,361153;0,000629615609521879
134;0,168168357609998;-1,65092434355244;2,69027054218774;7,151872;Restart
135;0,000409164944001346;-1,6392221770542;2,6931576628149;6,969225;0,00381856152941648
136;0,000524582472000673;-1,63807964855034;2,69266054856099;6,968217;Restart
137;0,000967425796792866;-1,63890576923297;2,69085037590182;6,966165;0,000631317257450147
138;0,000791083505599866;-1,6372464803728;2,69008281626298;6,964107;0,000580264770977493
139;0,000197770876399966;-1,63807447788686;2,68951116705627;6,96331;Restart
140;0,00209832988800269;-1,63555954348456;2,68689951433444;6,960203;Restart
141;0,000524582472000673;-1,63685937019574;2,6856568314411;6,957057;0,000571690125669145
142;0,00311287803529529;-1,63361421527857;2,68163336639319;6,952663;0,00164349789471972
143;0,000197770876399966;-1,63509763493167;2,68086055538068;6,949092;0,000532685460267444
144;4E-05;-1,63484809449986;2,68087231014812;6,949057;Restart
145;0,00403621825928991;-1,63507411061372;2,67429810170252;6,943685;0,00209491215397576
146;0,000497336089597846;-1,63272863030771;2,67421383136526;6,938335;0,000748752315190483
147;4,94427190999916E-05;-1,63300226137181;2,67405007560088;6,938109;Restart
148;0,614130224529378;-1,34892527167171;1,77082541743699;5,75534;Restart
149;0,00059591442720175;-1,33044308880524;1,77663843991597;5,435268;0,00870355301644947
150;0,00121907523680633;-1,32818939278694;1,77534587317967;5,433142;0,00117051664508852
