Iteration;Lambda;deltaX1;deltaX2;X1;X2;F_x;dF_dX1;dF_dX2;norm_X
;x^2 - 2xy + 3y^2 + x -4y - 4;;;;;;;;
0;;;;-1;-2;12;-3;14;
1;0,439687414736537;5,25398852683216;-11,2436282346814;-2,31906224420961;4,15562380631151;53,5184204225232;11,9493721010422;-25,5718673262883;6,29536572797231
2;0,154788127486859;0,0516508349888564;0,290491389146321;-0,46944131204557;0,197402346532964;-4,73643486035758;0,33368731715707;1,87670329671107;4,36905192431388
3;0,0116458247200067;0,00430460781166256;0,0204191005495695;-0,46555524803867;0,21925810417792;-4,77747010488084;0,369626704433181;1,75334087885514;0,0221985503062875
4;-5E-05;-1,84744166507869E-05;-8,76914959224176E-05;-0,465573729373892;0,219170437133978;-4,77730954331625;0,369488333015738;1,75382991844835;8,95939191309048E-05
;;;Extremum;-0,465573729373892;0,219170437133978;-4,77730954331625;;;
